"name","title_ca","title_es","title_en","complementary description","field_definition","openness_score","license_title","date_published","organization_parent_name_ca","organization_name_ca","package_count","frequency","geolocation","token_required","historical","api","total_resources","total_views","recent_views","total_downloads_by_ip","total_downloads_absolute","total_api_access_by_api","total_api_access_absolute","tags_list","fuente","author","department","url_tornada_ca","url_tornada_es","url_tornada_en","notes_ca","notes_es","notes_en","url_busqueda_ca","url_busqueda_es","url_busqueda_en","dades_alt_valor","Agenda_2030_ODS_Principal","Agenda_2030_ODS_Colateral1","Agenda_2030_ODS_Colateral2","qpj","prj","application/x-7z-compressed","qml","txt","xml","bdf","qgz","zip","wms","kml","geojson","json","html","dwg","ics","tif","csv","kmz","xlsx","rdf-linked","sbx","dgn","dat",".jpg, .eps","dbase","gtfs","gpkg","sbn","shp","application/vnd.ms-pki.seccat","rds","shx","cpg","wmts","xls","long_format","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
"equipament-cementiris-i-serveis-relacionats","Llista d'equipaments de cementiris i serveis relacionats de la ciutat de Barcelona","Listado de equipamientos de cementerios i servicios relacionados de la ciudad de Barcelona","List of cementery equipments and related services equipments  in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Territori","Urbanisme i infraestructures","67","SETMANAL","Yes_with_map_view","No","No","Yes","2","1534","11","2434","2654","268","287","Cementiris, Equipaments","Ajuntament de Barcelona","Gerència d'Àrea Agenda 2030, Transició Digital i Esports","Direcció de Serveis d'Informació i Atenció Ciutadana","http://www.barcelona.cat/","http://www.barcelona.cat/es/","http://www.barcelona.cat/en/","Equipaments de la tipologia Cementiris que hi ha a la ciutat de Barcelona: cementiris públics, cementiris privats, cementiris d'animals, crematoris, tanatoris, sales de vetlla.  ","Equipamientos de la tipología Cementerios que hay en la ciudad de Barcelona: cementerios públicos, cementerios privados, cementerios de animales, crematorios, tanatorios, velatorios.  ","Types of Cemeteries to be found in Barcelona: public cemeteries, private cemeteries, animal cemeteries, crematoriums, funeral homes, wake rooms.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-cementiris-i-serveis-relacionats","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-cementiris-i-serveis-relacionats","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-cementiris-i-serveis-relacionats","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-centres-d-informacio","Llista d'equipaments de centres d'informació de la ciutat de Barcelona","Listado de equipamientos de centros de información de la ciudad de Barcelona","List of information centers equipments in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2011-03-25","Ciutat i serveis","Turisme","7","SETMANAL","Yes_with_map_view","No","No","Yes","2","1983","18","2416","2637","823","1078","Centres informació, Equipaments, Equipaments centres informació, Informació","Ajuntament de Barcelona","Gerència d'Àrea Agenda 2030, Transició Digital i Esports","Direcció de Serveis d'Informació i Atenció Ciutadana","http://www.barcelona.cat/ca/","http://www.barcelona.cat/es/","http://www.barcelona.cat/en/","Equipaments de la tipologia Centres d'informació que hi ha a la ciutat de Barcelona: centres d'atenció al ciutadà, d'informació al consumidor, per als joves, per a les dones, per a la gent gran, per a persones amb discapacitat, d'informació jurídica, d'informació laboral, d'informació turística i d'altres.  ","Equipamientos de la tipología Centros de información que hay en la ciudad de Barcelona: centros de atención al ciudadano, de información al consumidor, para los jóvenes, para las mujeres, para las personas mayores, para personas con discapacidad, de información jurídica, de información laboral, de información turística y otros.  ","Types of Information centres to be found in Barcelona: citizen help and advice, consumer information, youth, women, senior citizens, people with disabilities, legal advice, employment information, tourist information, etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-centres-d-informacio","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-centres-d-informacio","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-centres-d-informacio","","ODS 16: Pau, justícia i institucions sòlides","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-companyies-de-serveis","Llista d'equipaments de companyies de serveis de la ciutat de Barcelona","Listado de equipamientos de compañias de servicios de la ciudad de Barcelona","List of services companies in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2011-03-25","Administració","Sector públic","92","SETMANAL","Yes_with_map_view","No","No","Yes","2","1851","6","2628","2897","270","279","Companyies serveis, Equipaments, Llista equipaments companyies serveis","Ajuntament de Barcelona","Gerència d'Àrea Agenda 2030, Transició Digital i Esports","Direcció de Serveis d'Informació i Atenció Ciutadana","http://www.bcn.cat","http://www.barcelona.cat/es/","http://www.barcelona.cat/en/","Equipaments de la tipologia Empreses de serveis que hi ha a la ciutat de Barcelona: aigua, gas, electricitat, correus, telefonia i proveïdors d'internet.  ","Equipamientos de la tipología Empresas de servicios que hay en la ciudad de Barcelona: agua, gas, electricidad, correos, telefonía y proveedores de internet.  ","Types of Service and utility companies  to be found in Barcelona: water, gas, electricity, mail, telephone and internet providers.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-companyies-de-serveis","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-companyies-de-serveis","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-companyies-de-serveis","","ODS 9: Industria, innovació i infraestructures","ODS 7: Energia neta i assequible","ODS 6: Aigua neta i sanejament","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-cultura-i-lleure","Llista d'espais i equipaments de cultura i lleure de la ciutat de Barcelona","Listado de espacios y equipamientos de cultura y ocio de la ciudad de Barcelona","List of culture and leisure spaces and facilities in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Ciutat i serveis","Cultura i oci","38","SETMANAL","Yes_with_map_view","No","No","Yes","2","3732","17","4044","27773","1024","2141","Cultura, Equipaments","Ajuntament de Barcelona","Gerència d'Àrea Agenda 2030, Transició Digital i Esports","Direcció de Serveis d'Informació i Atenció Ciutadana","http://guia.barcelona.cat/ca/temes/20*","http://guia.barcelona.cat/es/temes/20*","http://guia.barcelona.cat/en/temes/20*","Espais i equipaments de la tipologia Cultura i lleure que hi ha a la ciutat de Barcelona: biblioteques, cinemes, llibreries, museus, parcs, miradors, platges, teatres, sales de concerts, auditoris i d'altres. ","Espacios y equipamientos de la tipología Cultura y ocio que hay en la ciudad de Barcelona: bibliotecas, cines, librerías, museos, parques, miradores, playas, teatros, salas de conciertos, auditorios y otros.  ","List of culture and leisure spaces and facilities to be found in Barcelona: libraries, cinemas, bookshops, museums, parks, viewing points, beaches, theatres, concert halls, auditoriums, etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-cultura-i-lleure","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-cultura-i-lleure","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-cultura-i-lleure","","ODS 10: Reducció de les desigualtats","ODS 4: Educació de qualitat","N/A","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-educacio","Llista d'equipaments d'educació de la ciutat de Barcelona","Listado de equipamientos de educación de la ciudad de Barcelona","List of education equipments in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2011-03-25","Població","Educació","4","SETMANAL","Yes_with_map_view","No","No","Yes","2","5124","34","4603","6952","2502","4099","Educació, Equipaments, Equipaments Educació","Ajuntament de Barcelona","Gerència d'Àrea Agenda 2030, Transició Digital i Esports","Direcció de Serveis d'Informació i Atenció Ciutadana","http://www.barcelona.cat/ca/","http://www.barcelona.cat/es/","http://www.barcelona.cat/en/","Equipaments de la tipologia Educació que hi ha a la ciutat de Barcelona: centres d'educació infantil, primària, secundària, professional i universitària, autoescoles, centres de normalització lingüística, formació ocupacional, educació especial, escoles taller, educació permanent d'adults i d'altres.  ","Equipamientos de la tipología Educación que hay en la ciudad de Barcelona: centros de educación infantil, primaria, secundaria, profesional y universitaria, autoescuelas, centros de normalización lingüística, formación ocupacional, educación especial, escuelas taller, educación permanente de adultos y otros. ","Types of Educationcentres to be found in Barcelona: infants, primary, secondary, professional training and university, driving schools, Catalan language, vocational training, special education, adult lifelong learning, etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-educacio","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-educacio","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-educacio","","ODS 4: Educació de qualitat","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-esports","Llista d'equipaments d'esports de la ciutat de Barcelona","Listado de equipamientos de deportes de la ciudad de Barcelona","List of sports equipments in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Ciutat i serveis","Esport","8","SETMANAL","Yes_with_map_view","No","No","Yes","2","2681","11","3261","4024","1326","6096","Equipaments, Equipaments Esports, Esports","Ajuntament de Barcelona","Gerència d'Àrea Agenda 2030, Transició Digital i Esports","Direcció de Serveis d'Informació i Atenció Ciutadana","http://esports.bcn.cat/ca/","http://esports.bcn.cat/es/","http://esports.bcn.cat/en/","Equipaments de la tipologia Esports que hi ha a la ciutat de Barcelona: clubs esportius, federacions esportives, penyes esportives i instal·lacions esportives. ","Equipamientos de la tipología Deportes que hay en la ciudad de Barcelona: clubes deportivos, federaciones deportivas, peñas deportivas e instalaciones deportivas. ","Types of Sportscentres and organisations to be found in Barcelona: sports clubs, sports federations, sports groups and sports facilities.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-esports","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-esports","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-esports","","ODS 3: Salut i benestar","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-medi-ambient-i-serveis-relacionats","Llista d'equipaments de medi ambient i serveis relacionats de la ciutat de Barcelona","Listado de equipamientos de medio ambiente y servicios relacionados de la ciudad de Barcelona","List of environment equipments and related services equipments in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Ciutat i serveis","Medi ambient","76","SETMANAL","Yes_with_map_view","No","No","Yes","2","2180","9","2999","3387","262","267","Equipaments, Medi ambient","Ajuntament de Barcelona","Gerència d'Àrea Agenda 2030, Transició Digital i Esports","Direcció de Serveis d'Informació i Atenció Ciutadana","http://ajuntament.barcelona.cat/ecologiaurbana","http://ajuntament.barcelona.cat/ecologiaurbana/es","http://ajuntament.barcelona.cat/ecologiaurbana/en","Equipaments de la tipologia Medi ambient que hi ha a la ciutat de Barcelona: punts verds, estacions biològiques, dipòsits d'aigües pluvials, contenidors de sal i d'altres.  ","Equipamientos de la tipología Medio ambiente que hay en la ciudad de Barcelona: puntos verdes, estaciones biológicas, depósitos de aguas pluviales, contenedores de sal y otros.  ","Types of Environment amenities to be found in Barcelona: green points, biological stations, rainwater storage tanks, salt containers, etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-medi-ambient-i-serveis-relacionats","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-medi-ambient-i-serveis-relacionats","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-medi-ambient-i-serveis-relacionats","","ODS 13: Acció climàtica","ODS 15: Vida terrestre","N/A","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-mercats-i-centres-comercials","Llista d'equipaments de mercats i centres comercials de la ciutat de Barcelona","Listado de equipamientos de mercados y centros comerciales de la ciudad de Barcelona","List of markets equipments and shopping center equipments in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Economia i empresa","Comerç","11","SETMANAL","Yes_with_map_view","No","No","Yes","2","3330","33","4025","5408","869","1277","Centres comercials, Equipaments, Mercats","Ajuntament de Barcelona","Gerència d'Àrea Agenda 2030, Transició Digital i Esports","Direcció de Serveis d'Informació i Atenció Ciutadana","http://www.bcn.cat","http://www.bcn.cat","http://www.bcn.cat","Equipaments de la tipologia Mercats i centres comercials que hi ha a la ciutat de Barcelona: galeries comercials, grans centres comercials, altres centres comercials, grans magatzems, mercats i fires al carrer, mercats municipals, supermercats i d'altres.","Equipamientos de la tipología Mercados y centros comerciales que hay en la ciudad de Barcelona: galerías comerciales, grandes centros comerciales, otros centros comerciales, grandes almacenes, mercados y ferias en la calle, mercados municipales, supermercados y otros.  ","Types of Markets and shopping centres to be found in Barcelona: shopping malls, large shopping centres, other shopping centres, department stores, street markets and fairs, municipal markets, supermarkets, etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-mercats-i-centres-comercials","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-mercats-i-centres-comercials","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-mercats-i-centres-comercials","","ODS 8: Treball digne i creixement econòmic","ODS 2: Fam zero","N/A","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-mitjans-de-comunicacio-i-serveis-relacionats","Llista d'equipaments de mitjans de comunicació i serveis relacionats de la ciutat de Barcelona","Listado de equipamientos de medios de comunicación y servicios relacionados de la ciudad de Barcelona","List of media equipments and related services equipment in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Població","Societat i benestar","27","SETMANAL","Yes_with_map_view","No","No","Yes","2","1424","9","1880","2066","286","385","Equipaments, Mitjans comunicació","Ajuntament de Barcelona","Gerència d'Àrea Agenda 2030, Transició Digital i Esports","Direcció de Serveis d'Informació i Atenció Ciutadana","http://lameva.barcelona.cat/ca/","http://lameva.barcelona.cat/es/","http://lameva.barcelona.cat/en/","Equipaments de la tipologia Mitjans de comunicació que hi ha a la ciutat de Barcelona: agències de premsa, corresponsalies de premsa, diaris, butlletins oficials, ràdios, revistes i televisions. ","Equipamientos de la tipología Medios de comunicación que hay en la ciudad de Barcelona: agencias de prensa, corresponsalías de prensa, diarios, boletines oficiales, radios, revistas y televisiones. ","Types of Media organisations and offices to be found in Barcelona: press agencies, press correspondents' offices, newspapers, official bulletins, radio stations, magazines and TV stations.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-mitjans-de-comunicacio-i-serveis-relacionats","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-mitjans-de-comunicacio-i-serveis-relacionats","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-mitjans-de-comunicacio-i-serveis-relacionats","","ODS 16: Pau, justícia i institucions sòlides","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-restaurants","Llista d'equipaments de restaurants de la ciutat de Barcelona","Listado de equipamientos de restaurantes de la ciudad de Barcelona","List of restaurant equipments in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Ciutat i serveis","Cultura i oci","38","SETMANAL","Yes_with_map_view","No","No","Yes","2","4750","16","4230","5653","2184","5897","Equipaments, Plànol BCN, Restaurants","Ajuntament de Barcelona","Gerència d'Àrea Agenda 2030, Transició Digital i Esports","Direcció de Serveis d'Informació i Atenció Ciutadana","https://w33.bcn.cat/planolBCN/ca","https://w33.bcn.cat/planolBCN/es","https://w33.bcn.cat/planolBCN/en","Equipaments de la tipologia restaurants que hi ha a la ciutat de Barcelona.  ","Equipamientos de la tipología restaurantes en la ciudad de Barcelona.  ","Facilities of the restaurant typology in the city of Barcelona.   ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-restaurants","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-restaurants","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-restaurants","","ODS 2: Fam zero","ODS 8: Treball digne i creixement econòmic","N/A","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-sanitat","Llista d'equipaments de sanitat de la ciutat de Barcelona","Listado de equipamientos de sanidad de la ciudad de Barcelona","List of health equipments in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2011-03-25","Població","Societat i benestar","27","SETMANAL","Yes_with_map_view","No","No","Yes","2","3148","39","3129","4404","1048","1717","Equipaments, Sanitat","Ajuntament de Barcelona","Gerència d'Àrea Agenda 2030, Transició Digital i Esports","Direcció de Serveis d'Informació i Atenció Ciutadana","http://lameva.barcelona.cat/ca/viure-a-bcn/amb-salut","http://lameva.barcelona.cat/es/vivir-en-bcn/con-salud","http://lameva.barcelona.cat/en/living-in-bcn/health","Equipaments de la tipologia Sanitat que hi ha a la ciutat de Barcelona: centres d'atenció primària, hospitals, centres mèdics privats, farmàcies, servei d'ambulàncies, centres de salut mental, drogodependències, laboratoris d'anàlisis clíniques i d'altres.  ","Equipamientos de la tipología Sanidad que hay en la ciudad de Barcelona: centros de atención primaria, hospitales, centros médicos privados, farmacias, servicio de ambulancias, centros de salud mental, drogodependencias, laboratorios de análisis clínicos y otros.  ","Types of Healthcarecentres and services to be found in Barcelona: primary care centres, hospitals, private medical centres, pharmacies, ambulance services, mental health centres, drug addiction treatment centres, clinical analysis laboratories, etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-sanitat","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-sanitat","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-sanitat","","ODS 3: Salut i benestar","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-serveis-religiosos","Llista d'equipaments de serveis religiosos de la ciutat de Barcelona","Listado de equipamientos de servicios religiosos de la ciudad de Barcelona","List of religious services equipments in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Població","Societat i benestar","27","SETMANAL","Yes_with_map_view","No","No","Yes","2","1970","16","1907","2093","911","1652","Equipaments, Religió, Serveis religiosos","Ajuntament de Barcelona","Gerència d'Àrea Agenda 2030, Transició Digital i Esports","Direcció de Serveis d'Informació i Atenció Ciutadana","http://www.barcelona.cat/ca/","http://www.barcelona.cat/es/","http://www.barcelona.cat/en/","Equipaments de la tipologia Serveis religiosos que hi ha a la ciutat de Barcelona: centres de les religions cristiana, budista, islàmica, jueva, hinduista, taoista i d'altres. ","Equipamientos de la tipología Servicios religiosos que hay en la ciudad de Barcelona: centros de las religiones cristiana, budista, islámica, judía, hinduista, taoísta y otros.  ","Types of Religious service centres to be found in Barcelona: Christian, Buddhist, Muslim, Jewish, Hindu, Taoist, etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-serveis-religiosos","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-serveis-religiosos","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-serveis-religiosos","","ODS 16: Pau, justícia i institucions sòlides","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-serveis-socials","Llista d'equipaments de serveis socials de la ciutat de Barcelona","Listado de equipamientos de servicios sociales de la ciudad de Barcelona","List of social services equipments in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Població","Societat i benestar","27","SETMANAL","Yes_with_map_view","No","No","Yes","2","2798","15","2843","4162","967","1977","Equipaments, Serveis Socials","Ajuntament de Barcelona","Gerència d'Àrea Agenda 2030, Transició Digital i Esports","Direcció de Serveis d'Informació i Atenció Ciutadana","http://ajuntament.barcelona.cat/guiadeserveis/ca/","http://ajuntament.barcelona.cat/guiadeserveis/es/","http://ajuntament.barcelona.cat/guiadeserveis/es/","Equipaments de la tipologia Serveis socials que hi ha a la ciutat de Barcelona: centres d'atenció a la dona, a la infància i a l'adolescència, equips d'inserció laboral, menjadors socials, residències per a la gent gran, centres d'atenció a la immigració, centres de dia i d'altres.  ","Equipamientos de la tipología Servicios sociales que hay en la ciudad de Barcelona: centros de atención a la mujer, a la infancia y a la adolescencia, equipos de inserción laboral, comedores sociales, residencias para las personas mayores, centros de atención a la inmigración, centros de día y otros.  ","Types of Social service centres to be found in Barcelona: women's advice, children's advice and teenagers' advice, job placement teams, soup kitchens, old people's homes, immigration advice, day centres etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-serveis-socials","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-serveis-socials","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-serveis-socials","","ODS 10: Reducció de les desigualtats","ODS 1: Fi de la pobresa","N/A","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-transports-i-serveis-relacionats","Llista d'equipaments de transports i serveis relacionats de la ciutat de Barcelona","Listado de equipamientos de transportes y servicios relacionados de la ciudad de Barcelona","List of transportation equipments and related services equipments in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2015-11-27","Ciutat i serveis","Transport","74","SETMANAL","Yes_with_map_view","No","No","Yes","3","3281","22","3927","4559","302","321","Equipaments, Transport, Transports i Serveis relacionats","Ajuntament de Barcelona","Gerència de Drets de Ciutadania, Participació i Transparència","Direcció de serveis d'Informació i atenció ciutadana","https://com-shi-va.barcelona.cat/ca","https://com-shi-va.barcelona.cat/es","https://com-shi-va.barcelona.cat/en","Equipaments de la tipologia Transports i serveis relacionats que hi ha a la ciutat de Barcelona: aparcaments, carrils bici, gasolineres, lloguer de vehicles; transports aeris, marítims, terrestres i especials, cotxes multiusuari (carsharing) i d'altres. ","Equipamientos de la tipología Transportes y servicios relacionados que hay en la ciudad de Barcelona: aparcamientos, carriles bici, gasolineras, alquiler de vehículos; transportes aéreos, marítimos, terrestres y especiales, coches multiusuario (carsharing) y otros. ","Types of Transport and related services to be found in Barcelona: car parks, cycling lanes, petrol stations, car hire; air, sea, land and private transport, car-sharing etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-transports-i-serveis-relacionats","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-transports-i-serveis-relacionats","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-transports-i-serveis-relacionats","","ODS 9: Industria, innovació i infraestructures","ODS 11: Ciutats i comunitats sostenibles","N/A","N","N","N","N","N","N","N","N","N","S","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipaments-culturals-icub","Equipaments culturals de la ciutat de Barcelona","Equipamientos culturales de la ciudad de Barcelona","Cultural equipment of the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2019-03-13","Ciutat i serveis","Cultura i oci","38","MENSUAL","Yes_with_map_view","No","No","Yes","2","2209","10","2348","2928","771","974","Cultura, Equipaments culturals","Institut de Cultura. Ajuntament de Barcelona","ICUB","Secretaria Tècnica","http://barcelonadadescultura.bcn.cat/equipaments/","http://barcelonadadescultura.bcn.cat/equipaments/?lang=es","http://barcelonadadescultura.bcn.cat/equipaments/?lang=en","Dades dels equipaments culturals de la ciutat de Barcelona ","Datos de los equipamientos culturales de la ciudad de Barcelona ","Data on the cultural facilities of the city of Barcelona ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipaments-culturals-icub","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipaments-culturals-icub","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipaments-culturals-icub","","ODS 10: Reducció de les desigualtats","ODS 11: Ciutats i comunitats sostenibles","N/A","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
